articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Nowodvorski_5180;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5180 Havre";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5180</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">28cm</span><br /> <span class=""deep"">23cm</span><br /> </span></div></div>";919;735;873;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;;;;23;;;1;;;IP20;;Havre;;Ткань;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5186;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5186 Girio White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5186</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">28cm</span><br /> <span class=""deep"">21cm</span><br /> </span></div></div>";837;669;837;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;;;;21;;;1;;;IP20;;"Girio White";;Стекло;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5192;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5192 Girio Graphite";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5192</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">28cm</span><br /> <span class=""deep"">21cm</span><br /> </span></div></div>";837;669;795;42ip;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;;;;21;;;1;;;IP20;;"Girio Graphite";;Стекло;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5202;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5202 Tropea White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5202</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">42cm</span><br /> <span class=""deep"">32cm</span><br /> </span></div></div>";910;728;864;42N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;42;;;;32;;;1;;;IP20;;"Tropea White";;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5205;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5205 Tropea Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5205</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">42cm</span><br /> <span class=""deep"">32cm</span><br /> </span></div></div>";910;728;910;14%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;42;;;;32;;;1;;;IP20;;"Tropea Black";;;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5218;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5218 Katerina Black";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5218</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""deep"">28cm</span><br /> <span class=""fi"">48cm</span><br /> </span></div></div>";746;596;708;36ip;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;;48;;28;;;1;;;IP20;;"Katerina Black";;Пластик;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5220;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5220 Katerina Transparent";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5220</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""deep"">28cm</span><br /> <span class=""fi"">48cm</span><br /> </span></div></div>";746;596;708;8;0;0;0;1;45;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;;48;;28;;;1;;;IP20;;"Katerina Transparent";;Пластик;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5221;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5221 Katerina White";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5221</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""deep"">28cm</span><br /> <span class=""fi"">48cm</span><br /> </span></div></div>";746;596;708;2%ipN;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;;48;;28;;;1;;;IP20;;"Katerina White";;Пластик;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5222;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5222 Mallow";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5222</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">19cm</span><br /> <span class=""deep"">37cm</span><br /> </span></div></div>";282;225;282;4%;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;19;;;;37;;;1;;;IP20;;Mallow;;Пластик;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5266;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5266 Cube";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5266</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">9cm</span><br /> <span class=""deep"">9cm</span><br /> </span></div></div>";409;327;389;8;0;0;0;1;45;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;9;;;;9;;;1;;;IP20;;Cube;;Металл;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5267;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5267 Cube";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5267</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">9cm</span><br /> <span class=""deep"">9cm</span><br /> </span></div></div>";427;342;406;19;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;9;;;;9;;;1;;;IP20;;Cube;;Металл;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5272;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5272 Cube";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5272</span></div><div><label>Источник света:</label> <span>G9</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">9cm</span><br /> <span class=""deep"">9cm</span><br /> </span></div></div>";409;327;389;1N;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;9;;;;9;;;1;;;IP20;;Cube;;Металл;Металл;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5282;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5282 Barrie";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5282</span></div><div><label>Источник света:</label> <span>E27</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>60W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">28cm</span><br /> <span class=""deep"">23cm</span><br /> </span></div></div>";937;749;937;0%;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;;;;23;;;1;;;IP20;;Barrie;;Ткань;;"2-4 недели";"Nowodvorski (Польша)"
Nowodvorski_5285;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Nowodvorski 5285 Mallow";"<div class=""nowodvorski-product-detail""><div><label>Номер в каталоге:</label> <span>5285</span></div><div><label>Источник света:</label> <span>E14</span></div><div><label>Количество источников света:</label> <span>1</span></div><div><label>Мощность:</label> <span>40W</span></div><div><label>Источник света:</label> <span>не содержит</span></div><div><label>Степень защиты:</label> <span>IP20</span></div><div><label>Размеры :</label> <span> <span class=""height"">19cm</span><br /> <span class=""deep"">37cm</span><br /> </span></div></div>";282;225;282;11N;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Недорогие";"Бра и подсветки";;;;;;;;;;;;;;19;;;;37;;;1;;;IP20;;Mallow;;Пластик;Металл;"2-4 недели";"Nowodvorski (Польша)"
