articul;category_path;name;txt;price;price_min;price_max;discount_formula;hide;recom;flag;to_xml;installation;gift_articul;gift_end_date;admin;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Eglo_84033;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 84033 Bix";"<p><strong>Размеры, мм: 420Х120</strong><br /><strong>Диаметр, мм: 190</strong><br /><strong>Количество ламп: 3</strong><br /><strong>Мощность лампы, Вт: 40 Вт</strong><br /><strong>Тип патрона: G9</strong><br /><strong>Лампа в комплекте: да</strong><br /><strong>Цвет :матовый никель / белый</strong><br /><strong>Материал:металл / стекло</strong></p>";650;520;618;10N;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;42;19;;12;;;;3;;;IP20;;Bix;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85086;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85086 Bogota";"<b><span class=""info"">Высота: 150<br />Ширина: 340<br />Габарит от стены: 100<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: матовый никель/белый<br />Материал: металл/стекло</span></b>";658;527;658;16%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;15;34;;;10;;;2;;;;;Bogota;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85135;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85135 Tenno";"<p><strong><span class=""info"">Высота: 125<br />Ширина: 250<br />Габарит от стены: 110<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: античная бронза<br />Материал: метал/хрусталь</span></strong></p>";1005;804;955;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;12,5;25;;;11;;;2;;;;;Tenno;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85332;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85332 Pyton";"<b><span class=""info"">Высота: 185<br />Ширина: 305<br />Габарит от стены: 100<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: хрусталь/хром<br />Материал: металл/хрусталь</span></b>";1649;1319;1649;12%ipN;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Хрустальные";"Бра и подсветки";;;;;;;;;;;;;;18,5;30,5;;;10;;;2;;;IP20;;Pyton;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85448;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85448 Medici";"<span class=""info""><b>Высота: 320<br />Габарит от стены: 255<br />Выключатель: веревочный<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: античная бронза/коричневый<br />Материал: металл/стекло</b><br /></span>";1133;907;1133;;0;0;0;1;45;;00.00.0000;;"Классические;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;32;25,5;;;;;;1;;;IP20;;Medici;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85646;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85646 Cilenta";"<p><strong><span class=""info"">Высота: 320<br />Габарит от стены: 130<br />Выключатель: веревочный<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: античная бронза/коричневый<br />Материал: металл/стекло</span></strong></p>";446;357;424;6%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;32;13;;;;;;1;;;IP20;;Cilenta;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85647;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85647 Cilenta";"<p><strong><span class=""info"">Высота: 380<br />Ширина: 250<br />Габарит от стены: 130<br />Выключатель: веревочный<br />Тип патрона: Е14<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: античная бронза/коричневый<br />Материал: металл/стекло</span></strong><strong>&nbsp;</strong></p>";727;581;690;35ip;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Классические;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;38;25;;;13;;;2;;;IP20;;Cilenta;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85812;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85812 Tron";"<strong><span class=""info"">Высота: 235<br /> Ширина: 255<br /> Габарит от стены: 125<br /> Лампы в комплекте: да<br /> Тип патрона: R7S<br /> Количество ламп: 1<br /> Мощность: 100W<br /> Цвет: хром<br /> Материал: металл/стекло</span></strong>";1161;928;1102;10%N;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;24;;;26;;;;1;;;IP20;;Tron;;;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85815;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85815 Tron";"<p><strong>Высота, мм: 182</strong><br /><strong>Длина, мм: 120</strong><br /><strong>Ширина, мм: 190</strong><br /><strong>Количество ламп: 1</strong><br /><strong>Мощность лампы, Вт: 100 Вт</strong><br /><strong>Тип патрона: R7s</strong><br /><strong>Цвет :латунь / белый</strong><br /><strong>Материал:стекло / металл</strong></p>";308;247;293;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18,2;19;12;;;;;1;;;IP20;;Tron;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85816;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85816 Granada";"<span class=""info""><b>Высота: 145<br />Ширина: 297<br />Габарит от стены: 122<br />Тип патрона: G9<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: хром<br />Материал: металл/стекло</b><br /></span><b></b>";1161;928;1161;40N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;14,5;29,5;;;12,2;;;2;;;IP20;;Granada;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85825;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85825 Sticker";"<p><strong><span class=""info"">Высота: 115<br /> Ширина: 95<br /> Габарит от стены: 75<br /> Лампы в комплекте: да<br /> Тип патрона: GU10<br /> Количество ламп: 1<br /> Мощность: 50W<br /> Цвет: хром<br /> Материал: металл/стекло</span></strong></p>";557;446;529;3%;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;10;;;6;;;;1;;;IP20;;Sticker;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85828;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85828 Sticker";"<p><strong><span class=""info"">Высота: 105<br />Ширина: 110<br />Габарит от стены: 70<br />Лампы в комплекте: да<br />Тип патрона: G9<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: хром<br />Материал: металл/стекло</span></strong></p>";438;350;438;18;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;9;;;5;;;;1;;;IP20;;Sticker;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85832;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85832 Sticker";"<p><span class=""info""><strong><br />Высота: 93<br />Ширина: 75<br />Габарит от стены: 95<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: хром<br />Материал: металл/стекло</strong><br /></span></p>";532;425;532;1%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;12;;;7;;;;1;;;IP20;;Sticker;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85844;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85844 Kira";"<p><strong><span class=""info"">Высота: 140<br />Ширина: 240<br />Габарит от стены: 130<br />Лампы в комплекте: да<br />Выключатель: на лампе<br />Тип патрона: G9<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: матовый никель/опал<br />Материал: металл/стекло</span></strong></p>";555;444;555;9%;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;14;24;;;13;;;2;;;IP20;;Kira;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_85859;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 85859 Marbella";"<p><strong><span class=""info"">Высота: 200<br />Ширина: 230<br />Габарит от стены: 230<br />Выключатель: веревочный<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: бронза/шампань<br />Материал: металл/стекло</span></strong></p>";912;729;866;19%ipN;0;0;0;1;0;;00.00.0000;;"Классические;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;20;23;;;23;;;1;;;IP20;;Marbella;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86011;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86011 Tukon";"<p><strong><span class=""info"">Высота: 135<br /> Ширина: 50<br /> Глубина: 115<br /> Лампы в комплекте: да<br /> Выключатель: на лампе<br /> Тип патрона: GU10<br /> Количество ламп: 1<br /> Мощность: 50W<br /> Цвет: матовый никель<br /> Материал: металл/стекло</span></strong></p>";505;404;480;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;5;;12;;;;1;;;IP20;;Tukon;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86016;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86016 Tukon 1";"<p><strong><span class=""info"">Высота: 165<br /> Ширина: 70<br /> Лампы в комплекте: да<br /> Выключатель: на лампе<br /> Тип патрона: GU10<br /> Количество ламп: 1<br /> Мощность: 50W<br /> Цвет: матовый никель<br /> Материал: металл/стекло</span></strong></p>";565;452;565;10;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;7;;17;;;;1;;;IP20;;"Tukon 1";;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86082;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86082 Albedo";"<p><strong><span class=""info"">Ширина: 300<br /> Габарит от стены: 150<br /> Тип патрона: Е27<br /> Количество ламп: 1<br /> Мощность: 60W<br /> Цвет: белый<br /> Материал: металл/стекло</span></strong></p>";186;148;176;9%N;0;0;0;1;0;;00.00.0000;;"Бра половинки;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;10;;;30;;;;1;;;IP20;;Albedo;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86086;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86086 Albedo";"<p><strong><span class=""info"">Ширина: 300<br />Габарит от стены: 150<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: синий<br />Материал: металл/стекло</span></strong><span class=""info""></span></p>";128;102;122;2%N;0;0;0;1;0;;00.00.0000;;"Бра половинки;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;10;;;30;;;;1;;;IP20;;Albedo;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86212;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86212 Ares 1";"<p><span class=""info""><strong>Высота: 150<br />Ширина: 70<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: матовый никель/белый<br />Материал: металл/стекло</strong><br /></span></p>";500;400;500;5;0;0;0;1;0;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;15;7;;17;;;;1;;;IP20;;"Ares 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86213;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86213 Ares 1";"<p><strong><span class=""info"">Высота: 226<br /> Ширина: 70<br /> Глубина: 220<br /> Выключатель: па шнуре<br /> Тип патрона: Е14<br /> Количество ламп: 1<br /> Мощность: 40W<br /> Цвет: матовый никель/белый<br /> Материал: металл/стекло</span></strong></p>";588;470;558;12%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;22,6;7;;;22;;;1;;;IP20;;"Ares 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86242;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86242 Arizona";"<p><span class=""info""><strong>Высота: 60<br /> Ширина: 60<br /> Лампы в комплекте: да<br /> Тип патрона: G9<br /> Количество ламп: 1<br /> Мощность: 40W<br /> Цвет: матовый никель/хром<br /> Материал: металл/стекло</strong><br /> </span></p>";365;292;347;12;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;;6;;;;;1;;;IP20;;Arizona;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86428;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86428 Prince 1";"<b><span class=""info"">Высота: 280<br />Ширина: 70<br />Габарит от стены: 220<br />Димер: на лампе<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: матовый никель/белый<br />Материал: металл/стекло</span></b>";997;797;947;18%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;28;7;;;22;;;1;;;IP20;;"Prince 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86706;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86706 Rip";"<p><strong>Высота, мм: 400</strong><br /><strong>Количество ламп: 1</strong><br /><strong>Мощность лампы, Вт: 100 Вт</strong><br /><strong>Тип патрона: Е27</strong><br /><strong>Цвет : никель / синий</strong><br /><strong>Материал:металл / стекло</strong></p>";367;294;349;16N;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;40;;;;;;;1;;;IP20;;Rip;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86714;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86714 Mestre";"<p><strong><span class=""info"">Высота: 320<br /> Ширина: 300<br /> Габарит от стены: 160<br /> Тип патрона: Е27<br /> Количество ламп: 1<br /> Мощность: 60W<br /> Цвет: античная бронза/золото<br /> Материал: металл/стекло</span></strong></p>";925;740;925;9%;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;32;30;;;16;;;1;;;IP20;;Mestre;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86715;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86715 Mestre";"<p><strong><span class=""info"">Высота: 335<br />Ширина: 300<br />Габарит от стены: 160<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: античная бронза/золото<br />Материал: металл/стекло</span></strong></p>";970;776;921;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;33,5;30;;;16;;;1;;;IP20;;Mestre;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86716;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86716 Mestre";"<span class=""info""><b>Высота: 700<br />Габарит от стены: 275<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: античная бронза/золото<br />Материал: металл/стекло</b><br /></span>";1522;1218;1446;;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;70;27,5;;;;;;1;;;IP20;;Mestre;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86869;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86869 Catania";"<p><span class=""info""><strong>Высота: 370<br />Ширина: 260<br />Габарит от стены: 135<br />Выключатель: веревочный<br />Тип патрона: Е14<br />Количество ламп: 2<br />Мощность: 40W<br />Цвет: античная бронза/золото<br />Материал: металл</strong><br /></span></p>";664;531;631;;0;0;0;1;0;;00.00.0000;;"Настенные светильники;Свечи";"Бра и подсветки";;;;;;;;;;;;;;37;26;;;13,5;;;2;;;IP20;;Catania;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86906;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86906 Figaro";"<b><span class=""info"">Высота: 600<br />Ширина: 280<br />Габарит от стены: 300<br />Лампы в комплекте: да<br />Тип патрона: G 4<br />Количество ламп: 5<br />Мощность: 20W<br />Цвет: хром<br />Материал: хром/стекло</span></b><b></b>";1711;1369;1625;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;60;28;;;30;;;5;;;;;Figaro;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86995;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86995 Nikita";"<p><strong><span class=""info"">Высота: 290<br /> Ширина: 225<br /> Габарит от стены: 80<br /> Лампы в комплекте: да<br /> Тип патрона: R7S<br /> Количество ламп: 1<br /> Мощность: 100W<br /> Цвет: матовый никель/белый<br /> Материал: металл/стекло</span></strong><span class=""info""> </span></p>";863;691;863;;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;29;;;23;;;;1;;;IP20;;Nikita;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_86996;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 86996 Nikita";"<p><span class=""info""><strong>Высота: 125<br />Ширина: 225<br />Габарит от стены: 80<br />Лампы в комплекте: да<br />Тип патрона: R7S<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: матовй никель<br />Материал: металл</strong><br /></span><span class=""info""></span></p>";808;646;768;33ip;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;13;;;23;;;;1;;;IP20;;Nikita;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87019;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87019 Madras";"<p><span class=""info""><strong>Высота: 180<br />Ширина: 75<br />Габарит от стены: 100<br />Лампы в комплекте: да<br />Тип патрона: GU10<br />Количество ламп: 1<br />Мощность: 50W<br />Цвет: алюминий<br />Материал: металл/стекло</strong><br /></span><span class=""info""></span></p>";910;728;910;;0;0;0;1;45;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18;8;;8;;;;2;;;IP20;;Madras;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87073;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87073 Dakar";"<p><strong><span class=""info""><br /> Высота: 105<br /> Ширина: 65<br /> Тип патрона: Е14<br /> Количество ламп: 1<br /> Мощность: 40W<br /> Цвет: матовый никель/оранжевый<br /> Материал: металл/стекло</span></strong><strong><span class=""info""></span></strong></p>";205;164;205;5%N;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;7;;11;;;;1;;;IP20;;Dakar;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87078;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87078 Dakar";"<p><strong><span class=""info"">Высота: 105<br />Ширина: 65<br />Тип патрона: Е14<br />Количество ламп: 1<br />Мощность: 40W<br />Цвет: античная бронза/коньячный<br />Материал: металл/стекло</span></strong><span class=""info""></span></p>";367;294;349;7ip;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;7;;11;;;;1;;;IP20;;Dakar;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87199;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87199 Korfu";"<p><strong><span class=""info"">Высота: 150<br /> Ширина: 300<br /> Тип патрона: Е27<br /> Количество ламп: 1<br /> Мощность: 60W<br /> Цвет: белый<br /> Материал: металл/стекло</span></strong></p>";219;175;208;17%N;0;0;0;1;0;Nowodvorski_6895;00.00.0000;;"Бра половинки;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;15;;;30;;;;1;;;IP20;;Korfu;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87205;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87205 Korfu";"<p><span class=""info""><strong>Высота: 150<br />Ширина: 300<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: белый/коньячный<br />Материал: металл/стекло</strong><br /></span><span class=""info""></span></p>";218;174;207;6ip;0;0;0;1;0;;00.00.0000;;"Бра половинки;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;15;;;30;;;;1;;;IP20;;Korfu;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87275;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87275 Naro";"<p><strong><span class=""info"">Высота: 320<br />Ширина: 150<br />Габарит от стены: 95<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: белый/черный<br />Материал: металл/стекло</span></strong></p>";452;362;429;;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;32;15;;;9,5;;;1;;;;;Naro;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87295;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87295 Belmonte";"<p><strong>Высота, мм: 320</strong><br /><strong>Ширина(диаметр), мм: 225</strong><br /><strong>Количество ламп: 1</strong><br /><strong>Мощность лампы, Вт: 50 Вт</strong><br /><strong>Тип цоколя: GU10</strong><br /><strong>Лампа в комплекте: да</strong><br /><strong>Цвет: никель / прозрачный</strong><br /><strong>Материал:металл / стекло</strong><br /><strong>Степень пыле-влагозащиты :IP20</strong></p>";485;388;485;16%ipN;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;32;22,5;;;;;;2;;;IP20;;Belmonte;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87318;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87318 Arta 1";"<p><strong><span class=""info"">Высота: 290<br />Ширина: 280<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: античный декор<br />Материал: стекло</span></strong></p>";261;209;248;7%N;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;29;28;;;;;;1;;;IP20;;"Arta 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87321;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87321 Arta 1";"<p><strong><span class=""info"">Высота: 290<br />Ширина: 280<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 100W<br />Цвет: белый/красный/зеленый<br />Материал: стекло</span></strong></p>";143;114;143;4;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;29;28;;;;;;1;;;IP20;;"Arta 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87327;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87327 Ono";"<p><strong><span class=""info"">Высота: 176<br />Ширина: 65<br />Габарит от стены: 90<br />Тип патрона: GU10<br />Количество ламп: 2<br />Мощность: 50W<br />Цвет: алюминий<br />Материал: металл/стекло</span></strong></p>";662;529;629;2N;0;0;0;1;45;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;18;;7;;;;;2;;;IP20;;Ono;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87343;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87343 Felicia";"<p><strong><span class=""info"">Высота: 468<br />Ширина: 460<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: коричневый/золото/лайм<br />Материал: металл/стекло</span></strong></p>";426;341;426;20%N;0;0;0;1;0;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;46,8;46;;;;;;1;;;IP20;;Felicia;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87344;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87344 Felicia";"<p><strong><span class=""info"">Высота: 355<br />Ширина: 355<br />Тип патрона: Е27<br />Количество ламп: 1<br />Мощность: 60W<br />Цвет: коричневый/золото/лайм<br />Материал: металл/стекло</span></strong></p>";584;467;584;9%;0;0;0;1;45;;00.00.0000;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;35,5;35,5;;;9,9;;;1;;;IP20;;Felicia;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_87357;"Внутреннее освещение/Бра и подсветки;Наружное освещение/Бра";"Eglo 87357 Ona 1";"<p><span class=""info""><strong>Высота: 170<br /> Ширина: 75<br /> Лампы в комплекте: да<br /> Выключатель: на изделии<br /> Тип патрона: G9<br /> Количество ламп: 1<br /> Мощность: 40W<br /> Цвет: матовый никель/белый<br /> Материал: металл/стекло</strong><br /> </span></p>";627;501;595;1ip;0;0;0;1;0;Nowodvorski_6895;20.11.2001;;"Бра настенные;Настенные светильники";"Бра и подсветки";;;;;;;;;;;;;;;8;;17;;;;1;;;IP20;;"Ona 1";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
