articul;category_path;name;txt;price;price_min;price_max;discount_formula;installation;gift_articul;gift_end_date;p_tip;p_vid;p_svetovoj_potok;p_sila_toka;p_visota_plafona;p_srok_garantii;p_forma;p_koefficient_moschnosti;p_srok_sluzhbi;p_tip_rasseivatelya;p_ugol_osvescheniya;p_ekvivalentnaya_moschnost;p_cvet_plafona;p_cvet_osnovi;p_geometriya;p_visota;p_shirina;p_diametr;p_dlina;p_glubina;p_glubina_vrezki;p_diametr_vrezki;p_kolichestvo_lamp;p_moschnost_odnoj_lampi;p_tip_cokolya;p_stepen_vlagozaschiti;p_komplektnost_lampi;p_seriya;p_cvetovaya_temperatura;p_material_plafona;p_material_osnovi;p_srok_dostavki;p_proizvoditel
Eglo_93629;"Внутреннее освещение/Люстры";"Eglo 93629 Calpo";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Высота: 1100 mm</span><br /><span style=""font-size: 10pt;"">&Oslash;: 625 mm</span><br /><span style=""font-size: 10pt;"">Вес: 2,68 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 8x 4,5W</span><br /><span style=""font-size: 10pt;"">Световой пучок: 2800 lm</span><br /><span style=""font-size: 10pt;"">Свет лампы: 3000K warm white</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Сменный светодиод: Да</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: сталь, алюминий</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: белый</span><br /><span style=""font-size: 10pt;"">Стекло/ Материал плафона: пластик</span><br /><span style=""font-size: 10pt;"">Стекло/ Цвет плафона: белый</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 2</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-240V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 12V</span></p>";4395,39;3516,31;4395,39;12%ipN;;;;"Подвесные;Современные";Люстры;;;;;;;;;;;;;;110;;63;;;;;8;;;IP20;;Calpo;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93633;"Внутреннее освещение/Люстры";"Eglo 93633 Beramo";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>93633</td></tr> <tr> <td>Серия</td> <td>BERAMO</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>белый</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>белый</td> </tr> <tr> <td>Диаметр</td> <td>380</td> </tr> <tr> <td>Глубина</td> <td>95</td> </tr> <tr> <td>Световой поток</td> <td>1500</td> </tr> <tr> <td>Цвет LED</td> <td>регулируемый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>2750</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.353</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>15,6W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>280</td> </tr> </table>";3309,8;2647,84;3309,8;;45;;;"С пультом;Светодиодные";"Светильники настенно-потолочные";;;;;;;;;;;;;;10;;38;;;;;1;;;IP20;;Beramo;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93659;"Внутреннее освещение/Люстры";"Eglo 93659 Licosa";"<p><strong>Дизайн: Модерн </strong><br /><strong>Цвет плафона: белый </strong><br /><strong>Цвет основания: белый </strong><br /><strong>Материал плафона: стекло </strong><br /><strong>Материал основания: металл </strong><br /><strong>Управление освещением: пульт ДУ </strong><br /><strong>Тип лампы: светодиодная </strong><br /><strong>Ширина, см: 47 </strong><br /><strong>Высота, см: 7,5 </strong><br /><strong>Длина, см: 47 </strong><br /><strong>Геометрия плафона: Квадрат </strong><br /><strong>Количество ламп: 1 </strong><br /><strong>Лампа в комплекте: есть </strong><br /><strong>Мощность лампы, Вт: 26,6 </strong><br /><strong>Цоколь: LED </strong><br /><strong>Особенности: Цветовая температура - теплый белый. 3 режима включения.</strong></p>";5336;4268,8;5069,2;;;;;"Потолочные;С пультом;Светодиодные;Современные";"Светильники настенно-потолочные";;;;;;;;;;;;;;8;47;;47;;;;1;;;IP20;;Licosa;;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93938;"Внутреннее освещение/Люстры";"Eglo 93938 Rondo 2";"<p><span style=""font-size: 10pt;"">РАЗМЕРЫ</span><br /><span style=""font-size: 10pt;"">Высота: 1100 mm</span><br /><span style=""font-size: 10pt;"">&Oslash;: 300 mm</span><br /><span style=""font-size: 10pt;"">Вес: 3,014 kg</span><br /><span style=""font-size: 10pt;"">ЛАМПА</span><br /><span style=""font-size: 10pt;"">Розетка: LED</span><br /><span style=""font-size: 10pt;"">Осветительный прибор: LED</span><br /><span style=""font-size: 10pt;"">Лампа в наличии: да</span><br /><span style=""font-size: 10pt;"">Мощность х Количество: 4x 4,5W</span><br /><span style=""font-size: 10pt;"">Световой пучок: 1680 lm</span><br /><span style=""font-size: 10pt;"">Свет лампы: 2700-5000K tuneable white</span><br /><span style=""font-size: 10pt;"">Средняя продолжительность работы: 25 000 h</span><br /><span style=""font-size: 10pt;"">Сменный светодиод: Да</span><br /><span style=""font-size: 10pt;"">с функций диммера : Да</span><br /><span style=""font-size: 10pt;"">МАТЕРИАЛ И ЦВЕТ ЛАМПЫ &amp;</span><br /><span style=""font-size: 10pt;"">Материал корпуса лампы: сталь</span><br /><span style=""font-size: 10pt;"">Цвет корпуса лампы: никель матовый</span><br /><span style=""font-size: 10pt;"">Стекло/ Материал плафона: опаловое стекло</span><br /><span style=""font-size: 10pt;"">Стекло/ Цвет плафона: белый</span><br /><span style=""font-size: 10pt;"">ДОПОЛНИТЕЛЬНЫЕ ФУНКЦИИ</span><br /><span style=""font-size: 10pt;"">Remote Control: да</span><br /><span style=""font-size: 10pt;"">Батарея: да</span><br /><span style=""font-size: 10pt;"">ТЕХНИЧЕСКАЯ ИНФОРМАЦИЯ</span><br /><span style=""font-size: 10pt;"">Уровень защиты: IP20</span><br /><span style=""font-size: 10pt;"">Защитное стекло: 2</span><br /><span style=""font-size: 10pt;"">Линейное напряжение: 220-240V,50/60Hz</span><br /><span style=""font-size: 10pt;"">Рабочее напряжение: 24V</span></p>";4823,26;3858,61;4823,26;9%;;;;"Одиночные;С пультом;Светодиодные";"Подвесные светильники";;;;;;;;;;;;;;110;;30;;;;;1;;;IP20;;"Rondo 2";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_93939;"Внутреннее освещение/Люстры";"Eglo 93939 Optica 3";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>93939</td></tr> <tr> <td>Серия</td> <td>OPTICA 3</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>никель матовый</td> </tr> <tr> <td>Материал плафона</td> <td>опаловое стекло,</td> </tr> <tr> <td>Цвет плафонов</td> <td>белый</td> </tr> <tr> <td>Высота</td> <td>1100</td> </tr> <tr> <td>Диаметр</td> <td>445</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>регулируемый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>2750</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>3.616</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>22W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Описание товара</td> <td>Светодиодный подвес OPTICA 3 с пультом и диммером, 24W (LED), ?445, никель/опаловый</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> </table>";6205,88;4964,7;6205,88;2%;45;;;"Одиночные;С пультом;Светодиодные;Шары";"Подвесные светильники";;;;;;;;;;;;;;110;;45;;;;;1;;;IP20;;"Optica 3";;Стекло;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94155;"Внутреннее освещение/Люстры";"Eglo 94155 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94155</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>580</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>1440</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>0.938</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>3X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2271,36;1817,09;2157,79;18%ipN;45;;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;58;;;;3;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94156;"Внутреннее освещение/Люстры";"Eglo 94156 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94156</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>780</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>1920</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.208</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>4X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2938,51;2350,81;2938,51;35ip;;;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;78;;;;4;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94157;"Внутреннее освещение/Люстры";"Eglo 94157 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94157</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>980</td> </tr> <tr> <td>Ширина</td> <td>90</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.510</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";3638,66;2910,93;3638,66;6%;45;;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;9;;98;;;;5;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94158;"Внутреннее освещение/Люстры";"Eglo 94158 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94158</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>575</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>1440</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>0.958</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>3X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>268</td> </tr> </table>";2274,9;1819,92;2274,9;4%ipN;45;;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;57,5;;;;3;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94159;"Внутреннее освещение/Люстры";"Eglo 94159 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94159</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>775</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>1920</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.215</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>4X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>269</td> </tr> </table>";2947,94;2358,35;2947,94;104N;45;;;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;77,5;;;;4;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94161;"Внутреннее освещение/Люстры";"Eglo 94161 Cartama";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94161</td></tr> <tr> <td>Серия</td> <td>CARTAMA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>хром</td> </tr> <tr> <td>Материал плафона</td> <td>пластик,</td> </tr> <tr> <td>Цвет плафонов</td> <td>прозрачный, матовый</td> </tr> <tr> <td>Высота</td> <td>80</td> </tr> <tr> <td>Длина</td> <td>975</td> </tr> <tr> <td>Ширина</td> <td>115</td> </tr> <tr> <td>Световой поток</td> <td>2400</td> </tr> <tr> <td>Цвет LED</td> <td>теплый белый</td> </tr> <tr> <td>Цветовая температура</td> <td>3000</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.490</td> </tr> <tr> <td>Цоколь </td> <td>LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X4,5W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>269</td> </tr> </table>";3408,81;2727,05;3238,37;5%ipN;45;Nowodvorski_6895;2016-11-01;"Потолочные;Светодиодные";Люстры;;;;;;;;;;;;;;8;11,5;;97,5;;;;5;;;IP20;;Cartama;;Пластик;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94251;"Внутреннее освещение/Люстры";"Eglo 94251 locanda";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94251</td></tr> <tr> <td>Серия</td> <td>LOCANDA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>никель матовый, хром</td> </tr> <tr> <td>Длина</td> <td>850</td> </tr> <tr> <td>Ширина</td> <td>480</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.445</td> </tr> <tr> <td>Цоколь </td> <td>GU10-LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X3W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>467</td> </tr> </table>";3452,43;2761,94;3279,81;36ip;45;;;Светодиодные;Люстры;;;;;;;;;;;;;;;48;;85;;;;5;;;IP20;;locanda;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Eglo_94252;"Внутреннее освещение/Люстры";"Eglo 94252 locanda";"<table class=""ui compact table segment""> <tr><th>Свойство</th> <th>Значение</th> </tr> <tr><td>Артикул</td> <td>94252</td></tr> <tr> <td>Серия</td> <td>LOCANDA</td> </tr> <tr> <td>Материал арматуры</td> <td>Сталь</td> </tr> <tr> <td>Цвет арматуры</td> <td>белый, хром</td> </tr> <tr> <td>Длина</td> <td>850</td> </tr> <tr> <td>Ширина</td> <td>480</td> </tr> <tr> <td>Вес светильника (кг)</td> <td>1.470</td> </tr> <tr> <td>Цоколь </td> <td>GU10-LED</td> </tr> <tr> <td>Мощность ламп</td> <td>5X3W</td> </tr> <tr> <td>Выключатель в комплекте</td> <td>без выключателя</td> </tr> <tr> <td>Лампы в комплекте</td> <td>да</td> </tr> <tr> <td>IP</td> <td>IP20</td> </tr> <tr> <td>Бренд</td> <td>Eglo</td> </tr> <tr> <td>Страна</td> <td>Австрия</td> </tr> <tr> <td>Страница каталога</td> <td>467</td> </tr> </table>";3456,37;2765,1;3456,37;6%;;Nowodvorski_6895;;Светодиодные;Люстры;;;;;;;;;;;;;;;48;;85;;;;5;;;IP20;;locanda;;Металл;Металл;"1-2 дня";"Eglo (Австрия)"
Lumicerna_LC-101.1.04;"Внутреннее освещение/Люстры";"Lumicerna LC-101.1.04 Antique brass & Walnut (8598713100015)";"<table style=""width: 590px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 97pt;"" width=""129""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 97pt;"" width=""129"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">400</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">440</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">античная бронза, орех</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">4</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">E 14</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">60W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">-</span></td></tr></tbody></table>";1978;1582,4;1879,1;13%ipN;;Nowodvorski_6895;2016-11-01;Потолочные;Люстры;;;;;;;;;;;;;;44;;40;;;;;4;;;;;Lumicerna_Офис_401085;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
Lumicerna_LC-101.1.06;"Внутреннее освещение/Люстры";"Lumicerna LC-101.1.06 Antique brass & Walnut (8598713100039)";"<table style=""width: 590px;"" border=""0"" cellspacing=""0"" cellpadding=""0""><colgroup><col style=""width: 97pt;"" width=""129""> <col style=""width: 346pt;"" width=""461""> </colgroup><tbody><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt; width: 97pt;"" width=""129"" height=""17""><span style=""font-size: 10pt;"">Диаметр</span></td><td class=""xl24"" style=""width: 346pt;"" width=""461""><span style=""font-size: 10pt;"">520</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Высота</span></td><td class=""xl24""><span style=""font-size: 10pt;"">320</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Материал</span></td><td class=""xl24""><span style=""font-size: 10pt;"">металл, стекло</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Цвет</span></td><td class=""xl24""><span style=""font-size: 10pt;"">античная бронза, орех</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Количество ламп</span></td><td class=""xl24""><span style=""font-size: 10pt;"">6</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Тип патрона</span></td><td class=""xl24""><span style=""font-size: 10pt;"">E 14</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Мощность</span></td><td class=""xl24""><span style=""font-size: 10pt;"">60W</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Напряжение</span></td><td class=""xl24""><span style=""font-size: 10pt;"">230 Вольт</span></td></tr><tr style=""height: 12.75pt;""><td class=""xl24"" style=""height: 12.75pt;"" height=""17""><span style=""font-size: 10pt;"">Выключатель</span></td><td class=""xl24""><span style=""font-size: 10pt;"">-</span></td></tr></tbody></table>";2941;2352,8;2941;134ip;45;;;Потолочные;Люстры;;;;;;;;;;;;;;32;;52;;;;;6;;;;;Lumicerna_Офис_401085;;Стекло;Металл;"1-2 дня";"Lumicerna (Чехия)"
